email	condition	nballs	nbins	binint	binprob	slider	time	order	nresponsebin
71B8F88DA13E400E	addclick50	50	10	2	"0,2,4,16,28,28,16,4,2,0"	89	89.356	2	10
EA184C48686D4C93	addclick50	50	10	2	"2,2,4,10,32,32,10,4,2,2"	48	80.054	2	10
F04EB958F2394B86	addclick50	50	10	2	"2,2,6,14,26,26,14,6,2,2"	74	83.034	2	10
F70D8199720BDEC8	addclick50	50	10	2	"2,4,6,14,24,24,14,6,4,2"	66	41.171	2	10
6F3D5655E64D51C9	addclick50	50	10	2	"4,4,8,14,20,20,14,8,4,4"	50	64.442	4	10
D72D8D4E0C1C8E32	addclick50	50	10	2	"2,4,10,14,22,22,12,8,4,2"	31	67.9	6	10
183B5509F5ED042A	addclick50	50	10	2	"2,2,4,16,26,26,16,4,2,2"	67	57.779	4	10
FFCA3F698C71ACE8	addclick50	50	10	2	"2,2,4,14,28,28,14,4,2,2"	79	29.643	6	10
DE09C51C36A53B80	addclick50	50	10	2	"2,2,10,16,20,20,16,10,2,2"	18	40.471	2	10
74987EE3CB71C1E7	addclick50	50	10	2	"2,2,6,14,26,26,14,6,2,2"	25	128.599	4	10
CC28BB1BA02F9A1B	addclick50	50	10	2	"0,2,6,18,30,26,10,6,2,0"	39	58.177	2	10
90B01147FF48D1EB	addclick50	50	10	2	"4,8,12,14,16,14,12,10,6,4"	67	102.241	2	10
9EC114F18BE85650	addclick50	50	10	2	"4,4,8,10,14,28,14,10,4,4"	0	65.511	4	10
7C1B33341CE7A1EF	addclick50	50	10	2	"2,4,6,14,24,24,14,6,4,2"	40	45.262	6	10
0CD176CFF208A236	addclick50	50	10	2	"2,2,2,28,30,28,2,2,2,2"	21	89.136	4	10
B384045A6F0A418A	addclick50	50	10	2	"2,4,8,12,24,24,12,8,4,2"	68	76.493	6	10
196FA4E226F24211	addclick50	50	10	2	"2,4,10,14,20,22,14,8,4,2"	17	78.977	4	10
0743F1ABFA1AC4BF	addclick50	50	10	2	"2,2,4,8,20,30,20,8,4,2"	76	153.315	2	10
64E3A4D1C5D96356	addclick50	50	10	2	"0,0,6,10,14,14,10,6,0,0"	10	30.933	6	10
7D55D8AB9D518C65	addclick50	50	10	2	"0,2,4,18,26,26,18,4,2,0"	71	33.295	4	10
F14FF52C4FD969C5	addclick50	50	10	2	"2,2,4,14,28,28,14,4,2,2"	4	65.325	2	10
7A17236D366EC51C	addclick50	50	10	2	"0,4,12,28,56,56,28,12,4,0"	33	46.034	NA	10
089393EC118E0A92	addclick50	50	10	2	"0,0,8,16,26,26,16,8,0,0"	66	47.214	4	10
A3B1F0686F9ADB9D	addclick50	50	10	2	"2,2,6,16,24,24,16,6,2,2"	42	74.808	2	10
12257F761CE07439	addclick50	50	10	2	"2,2,2,10,18,34,18,10,2,2"	42	90.226	2	10
AE4A0A750832690B	addclick50	50	10	2	"2,2,8,12,10,6,6,4,2,2"	11	39.272	6	10
3DC3A0497E50AF71	addclick50	50	10	2	"4,6,8,10,14,16,14,12,10,6"	50	362.103	2	10
A073DB47E66C7412	addclick50	50	10	2	"2,2,6,16,24,24,16,6,2,2"	38	211.055	2	10
F50101555758A11A	paintdrag100	100	20	1	"1,1,1,1,2,3,4,6,10,14,16,14,11,6,4,2,1,1,1,1"	64	223.128	2	20
0743F1ABFA1AC4BF	paintdrag100	100	20	1	"1,1,1,1,2,3,5,7,10,12,15,12,10,7,5,3,2,1,1,1"	85	116.966	4	20
3B2BEA628FF2AB21	paintdrag100	100	20	1	"0,1,1,2,2,3,4,6,7,8,9,8,7,6,4,3,2,2,1,1"	100	48.558	2	20
2CF0E123D3322FA0	paintdrag100	100	20	1	"1,1,1,1,2,4,9,11,12,13,12,11,9,4,3,2,1,1,1,1"	42	130.681	2	20
45385A9A6D7922E5	paintdrag100	100	20	1	"1,1,1,1,2,3,5,7,10,13,13,13,10,7,5,3,2,1,1,1"	78	118.371	2	20
C8121D5CAC7631E6	paintdrag100	100	20	1	"0,0,0,0,0,0,8,9,10,11,13,13,11,10,9,8,0,0,0,0"	12	35.322	NA	20
7A17236D366EC51C	paintdrag100	100	20	1	"1,1,1,1,2,3,5,9,12,15,15,12,9,5,3,2,1,1,1,1"	92	56.928	NA	20
F1968B16023D3008	paintdrag100	100	20	1	"1,1,1,2,2,3,4,7,11,12,13,12,11,6,4,2,1,1,1,1"	64	24.125	NA	20
0248D5692056A630	paintdrag100	100	20	1	"0,1,2,3,4,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1"	68	70.862	2	20
64E3A4D1C5D96356	paintdrag100	100	20	1	"0,0,0,0,3,4,9,11,14,14,14,11,9,4,3,0,0,0,0,0"	10	34.812	4	20
4D54F04A1858B7B1	paintdrag100	100	20	1	"1,1,1,2,3,5,7,11,12,12,11,9,7,6,4,3,2,1,1,1"	36	316.943	2	20
73846C4EE9DF2DE0	paintdrag100	100	20	1	"1,1,1,2,3,4,5,6,8,10,10,8,6,5,4,3,2,1,1,1"	64	108.817	2	20
B254EDE86152606A	paintdrag100	100	20	1	"3,12,13,13,14,16,14,12,3,0,0,0,0,0,0,0,0,0,0,0"	27	116.584	2	20
C0E68C4C4DF1ABF6	paintdrag100	100	20	1	"1,2,2,3,4,5,6,8,9,10,10,9,8,6,5,4,3,2,2,1"	77	131.798	2	20
