workerId	condition	nballs	nbins	binint	binx	binprob	sumTo100	dist_vals	task
wi0xa93eylk88mappy7vz33di6ulrnskwebruid3v0k3pduz0k9	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_184.779516358429_226.102418207655_253.911806543382_307.396870554758_378.449502133684_427.88051209101_478.662873399687	"12,12,12,115.000030517578,403.000030517578,403.000030517578,114.000030517578,12,12,12"	NA	NA	recall
1itre3nge8hofzxxepyuo3l3divqtzoydfddg9wfgeybtaf9a4i	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_172.617354196279_208.534850640105_263.371266002832_307.887624466279_373.044096728284_421.479374110532_478.662873399687	"12,12,12,25,154,152,272,154,14,12"	NA	NA	recall
0li49u976fdfd94uycqhddkj4ift7f5usf46ko5q3mc64a0dx6r	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_228.805120910355_279.587482219032_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,12,12,12,12,12,12"	NA	NA	recall
xtfwg3uzxibnzep5m2yl7syviwjlsdds52gtgkpf807fogvi	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_199.644381223279_250.426742531955_301.209103840632_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,12,429,271,82,12,12,12,12"	NA	NA	recall
pc33hv2w012133wnz7rdx6r70dpdz6e43ziro6pxwninvzpvi	rc_np	NA	10	2	28.37837837835_76.4580369843263_127.240398293003_182.076813655729_228.805120910355_266.073968705532_315.504978662858_371.692745376934_427.88051209101_478.662873399687	"10,7,24,67,143,143,67,17,5,11"	NA	NA	recall
hrdnmy2q1ovbuhx8qo3ymbo6r3zxsq8o8bd29u4nd9wbcu40a4i	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_187.482219061129_231.507823613055_264.722617354182_304.694167852058_364.935988620184_427.88051209101_478.662873399687	"12,12,12,12,59,491,61,12,12,12"	NA	NA	recall
3koa8cue1nzyq8z8dsxjz9qkt9zwqragv70zrwrdnluzv6ajor	rc_np	NA	10	2	28.37837837835_99.4310099572763_100.213371266003_149.644381223329_200.426742532005_251.209103840682_329.018492176358_350.071123755334_427.88051209101_478.662873399687	"12,398,485,491,461,491,12,446,12,12"	NA	NA	recall
95i3lftmt4u8vg5iclxmq85miumoftux7eumfsb400hpioogvi	rc_np	NA	10	2	28.37837837835_77.8093883356763_150.213371265953_199.644381223279_249.075391180605_252.560455192032_300.640113798008_383.854907539084_427.88051209101_478.662873399687	"12,12,12,5,313,314,12,12,12,12"	NA	NA	recall
ons8lle2243stnwhu0dn7y14i8d4k0ps8az3f4zt20llbk8d7vi	rc_np	NA	10	2	13.5135135135_58.8904694167763_120.483641536253_182.076813655729_222.048364153605_301.209103840632_350.640113797958_400.071123755284_427.88051209101_500.284495021287	"5,2,5,21,276,16,10,9,12,8"	NA	NA	recall
tp6hzzf5axgbtilftqllq5mii3a63bjjx7dl0v4s3vkotj4i	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_199.644381223279_219.345661450905_279.587482219032_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,12,263,262,12,12,12,12,12"	NA	NA	recall
1ypisjhxzwenp9dwjto36usorklyjf3vjhipzb4063jbawcdi	rc_np	NA	10	2	28.37837837835_77.8093883356763_150.213371265953_182.076813655729_213.940256045505_295.803698435232_333.072546230408_378.449502133684_427.88051209101_478.662873399687	"12,12,126,197,264,53,6,12,12,12"	NA	NA	recall
3dci1qmhatvxw5jr3hfhqto6r15wqh5vfnue5prtkejki46xbt9	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_149.644381223329_226.102418207655_287.695590327132_350.640113797958_400.071123755284_449.50213371261_478.662873399687	"12,12,12,12,12,324,12,12,12,12"	NA	NA	recall
l5rzhhr0gpirniswp20jatt9hq8fg96nrtw75kwy0atlf2yb9	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_200.426742532005_253.911806543382_350.640113797958_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,12,410,11,12,12,12"	NA	NA	recall
q1qd8n22xa2rr8es6ziu23xrnod0u2yheclojg8qftmi8jjor	rc_np	NA	10	2	31.08108108105_80.5120910383763_128.591749644353_188.833570412479_247.724039829255_271.479374110932_320.910384068258_378.449502133684_429.23186344236_478.662873399687	"8,6,3,71,422,421,82,5,6,8"	NA	NA	recall
56jmz9ff0sb4aa9rbv1qmmquxrhdl2hbmdg1tcu81oku5e45cdi	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_180.725462304379_217.994310099555_264.722617354182_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,5,155,482,151,11,12,12,12"	NA	NA	recall
blyp6lkaczg2pcqyuab0xjemiibr9kj5rrv34rb21ifgczncdi	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_250.426742531955_268.776671408232_300.640113798008_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,12,235,10,12,12,12"	NA	NA	recall
6079ejkm4n5tl13ub4yy3z0k9jn92r9zgna0y80kc1x9h8semi	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_231.507823613055_270.128022759582_329.018492176358_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,383,388,12,12,12,12"	NA	NA	recall
yzvp4kwer6dip12y6qezy3nmi66bm7vfbep3y67059jlgn6zuxr	rc_np	NA	10	2	28.37837837835_77.8094594594316_128.591891891863_158.890540540382_228.591891891663_280.939189189158_314.15405405404_378.449999999972_439.047297296858_478.663513513485	"12,12,12,189,285,210,189,277,285,12"	NA	NA	recall
8j1onzjh12w1gw3en6ver8uxrozm4161yb9oe9c7bgnwswnrk9	rc_np	NA	10	2	28.37837837835_77.8093883356763_120.483641536253_149.644381223329_238.264580369805_274.182076813632_347.937411095258_371.692745376934_418.42105263156_478.662873399687	"12,12,4,9,382,383,5,5,11,12"	NA	NA	recall
miqkhf6vivo6mdqbnrmdvx6rzgu5k3vucw4w6nsl2am0r7ldi	rc_np	NA	10	2	28.37837837835_89.9715504978263_150.213371265953_199.644381223279_250.426742531955_270.128022759582_300.640113798008_350.071123755334_399.50213371266_478.662873399687	"12,7,54,153,262,334.999984741211,260,145,59,12"	NA	NA	recall
p6vxwkexfrjjdiu3wb5w89f6rcdjiiqglr6u5furyug4v1v2t9	rc_np	NA	10	2	27.027027027_85.9174964437763_115.078236130853_160.455192034129_242.318634423855_278.236130867682_350.640113797958_385.206258890434_449.50213371261_486.770981507787	"9,5,6,41,203,203,43,9,6,9"	NA	NA	recall
4eid24g6mkub63h1wccp611yvi6bk2ec9s0q8cvju6wurrafw29	rc_np	NA	10	2	41.89189189185_99.4310099572763_150.213371265953_196.941678520579_235.561877667105_271.479374110932_300.640113798008_350.071123755334_414.36699857751_478.662873399687	"34,49,65,78,161,198,163,60,31,12"	NA	NA	recall
bg6ny8f19oa7tj278c7qtzkt9hsvb17qxbaiqm5sir78k6gvi	rc_np	NA	10	2	28.37837837835_77.8093883356763_123.186344238953_169.914651493579_220.697012802255_274.182076813632_331.721194879058_378.449502133684_427.88051209101_478.662873399687	"12,12,2,51,285,46,5,12,12,12"	NA	NA	recall
pippui36v29io963iev6j38frxcl5d2tvo80pcif4ai08jjor	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_178.022759601679_228.805120910355_266.073968705532_337.126600284458_378.449502133684_427.88051209101_478.662873399687	"12,12,12,12,12,268,269,12,12,12"	NA	NA	recall
g00b8xitjm136ralfhjpds4i41ly18dx1b31zjnyf8mmquxr	rc_np	NA	10	2	28.37837837835_77.8093883356763_128.591749644353_187.482219061129_246.372688477905_289.046941678482_334.423897581758_379.800853485034_425.17780938831_475.960170696987	"12,5,5,34,193,491,181,42,1,5"	NA	NA	recall
xnpuc3xfb64jx2ayaurf6r4bd7z7n4c5uurrwip6n7o2bj4i	rd_np		10	0.5	NA	"5,10,10,10,10,15,10,5,10,15"	1	-2.25_-1.75_-1.75_-1.25_-1.25_-0.75_-0.75_-0.25_-0.25_0.25_0.25_0.25_0.75_0.75_1.25_1.75_1.75_2.25_2.25_2.25	predict
k0wco5v1if0mqfdjs1eeo2yb9mgpv7u5swcw9gtri358livn29	rd_np		10	0.5	NA	"0,0,0,0,0,10,20,40,20,10"	1	0.25_0.25_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.25_1.25_1.25_1.25_1.75_1.75_1.75_1.75_2.25_2.25	predict
m07mx3eb0c8q2ndfj8snvobt9ut0o6a271alu1tk5azss5g66r	rd_np		10	0.5	NA	"0,0,0,0,5,45,45,5,0,0"	1	-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25	predict
o4w21nx7l0rbqa7ii074aemi3f4fgc4ama3nh8gvdiin5ng66r	rd_np		10	0.5	NA	"0,0,0,0,5,20,50,20,5,0"	1	-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.75	predict
zqfbg2b8vh2nhvanmgr5dn29kutmrquvqkzpxn8jasdzpvi	rd_np		10	0.5	NA	"0,0,5,5,10,20,25,20,10,5"	1	-1.25_-0.75_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.75_1.75_2.25	predict
urrn8zm1q6biw60xcdxu8r529cffrbxvemmtfbrzo18ic9dx6r	rd_np		10	0.5	NA	"5,5,5,10,10,20,25,15,5,0"	1	-2.25_-1.75_-1.25_-0.75_-0.75_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.75	predict
l08e0klk4xco3ox27rddyrpb9t8nl68cpdybebwvob0f11yvi	rd_np		10	0.5	NA	"25,5,5,10,10,30,5,5,5,0"	1	-2.25_-2.25_-2.25_-2.25_-2.25_-1.75_-1.25_-0.75_-0.75_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_1.25_1.75	predict
obpqmvnhinp6zoswvsosf9a4isyvzrv8j82n19xpgyyrgrpb9	rd_np		10	0.5	NA	"0,0,0,0,10,20,35,20,15,0"	1	-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.75_1.75_1.75	predict
jauisgp56195r9qm7lueopqfrkzy64erio6g48b88te9jp2e29	rd_np		10	0.5	NA	"0,0,5,20,25,25,20,5,0,0"	1	-1.25_-0.75_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_1.25	predict
j5nqstwr91cslw7r21i6n7b9j81wjszszp8z1cbnxptzw7b9	rd_np		10	0.5	NA	"0,0,0,15,0,5,25,0,0,0"	0	-0.75_-0.75_-0.75_0.25_0.75_0.75_0.75_0.75_0.75	predict
gngmiixna68n5g56b4bzkt9670atyp2zb19kdddrbp8axajor	rd_np		10	0.5	NA	"0,0,5,15,20,25,20,15,0,0"	1	-1.25_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_1.25_1.25_1.25	predict
wi9znl8ibvs61tsuc05tawcdi4pmq6eavmq4w048s7bsxlxr	rd_np		10	0.5	NA	"10,5,10,10,10,10,10,10,10,10"	0	-2.25_-2.25_-1.75_-1.25_-1.25_-0.75_-0.75_-0.25_-0.25_0.25_0.25_0.75_0.75_1.25_1.25_1.75_1.75_2.25_2.25	predict
pxf7lcw9oad9z3azl11bdquxr3am9d6e7kyhjktkvq54auzyqfr	rd_np		10	0.5	NA	"0,50,0,0,0,0,0,0,0,0"	0	-1.75_-1.75_-1.75_-1.75_-1.75_-1.75_-1.75_-1.75_-1.75_-1.75	predict
mot3dmtxafayucruv343u9pb9tzxoabkrcivutmhtr1nz8h0k9	rd_np		10	0.5	NA	"0,0,0,5,10,15,40,15,10,5"	1	-0.75_-0.25_-0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.75_1.75_2.25	predict
2rznf2sev8pt1pidfpn20ggb9mvlwqmyrjoidu7effn9sy8pvi	rd_np		10	0.5	NA	"0,0,5,5,40,40,5,5,0,0"	1	-1.25_-0.75_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_1.25	predict
puijmwvaqoz4mfsef1p3tbj4iwafb55zt3jidbgwdna9bpgb9	rd_np		10	0.5	NA	"0,0,20,5,10,15,15,25,15,0"	0	-1.25_-1.25_-1.25_-1.25_-0.75_-0.25_-0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.25_1.75_1.75_1.75	predict
t9xu6e7bdokxyujwbcnpcik957edwhdk0b0z3ea1xky3yaxlxr	rd_np		10	0.5	NA	"0,0,0,0,5,25,40,25,5,0"	1	-0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.25_1.75	predict
vo8zpy3n1xjh0nth53i110pb91vw8a0q21w9e4obiacrxp3nmi	rd_np		10	0.5	NA	"0,5,10,15,20,20,15,10,5,0"	1	-1.75_-1.25_-1.25_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25_1.25_1.75	predict
217yqze545fa4sk8wx2p22o6rixi0oste11qvc0p2rcsfhto6r	rd_np		10	0.5	NA	"0,0,5,10,15,20,15,10,5,0"	0	-1.25_-0.75_-0.75_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25_1.25_1.75	predict
n5a50wxir2qi4lix5iv0a4i878ix5xm4s5tcwqe8le2n8kt9	rd_np		10	0.5	NA	"0,0,0,0,5,25,40,25,5,0"	1	-0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.25_1.75	predict
0oqloy6btwbv0114ri338ilik97lee80bsxk4p4gd7h40kg4aemi	rd_np		10	0.5	NA	"0,0,5,15,20,20,20,15,5,0"	1	-1.25_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.75	predict
cof0dli29wafxmfy7pcf03sor5u5cqwdz3mhxzmjj88q9qkt9	rd_np		10	0.5	NA	"0,5,10,15,20,20,15,10,5,0"	1	-1.75_-1.25_-1.25_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25_1.25_1.75	predict
ff5falzwvzsay0zoxh0nt57b9ww0py3so0wz2gmvsay9fi529	rd_np		10	0.5	NA	"0,5,15,20,20,20,15,5,0,0"	1	-1.75_-1.25_-1.25_-1.25_-0.75_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25	predict
3k41j34rclflxcdgd3wpsw0zfrlo5qsvdjgi2relge3iynzh0k9	rd_np		10	0.5	NA	"0,10,25,25,30,10,0,0,0,0"	1	-1.75_-1.75_-1.25_-1.25_-1.25_-1.25_-1.25_-0.75_-0.75_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_0.25_0.25	predict
g18r6lfa6cos97smqt2h2gldimztcpn2z2csvda2zcoipphkt9	rd_np		10	0.5	NA	"0,0,0,5,10,20,30,20,10,5"	1	-0.75_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.75_1.75_2.25	predict
x4cuas5huntmqzwwxafrsh5mibneyur2atl35y7zov0x315rk9	rd_np		10	0.5	NA	"0,0,0,0,10,20,40,20,10,0"	1	-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.75_1.75	predict
ljpjczyw3k8dzjcj9cf2yb9q63e7gm5mdltdnq050s51xlxr	rd_np		10	0.5	NA	"0,0,10,15,25,25,15,10,0,0"	1	-1.25_-1.25_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25_1.25	predict
cegxiqnzb7vqgkowlndygb9k4ig44kqhulmzpnycdb8iwwmi	rd_np		10	0.5	NA	"0,0,5,10,35,35,10,5,0,0"	1	-1.25_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_1.25	predict
13yhu7z0a03h688h17ocn5ewmi6k9q6bsyy0b5ca3puygt1q0k9	rd_np		10	0.5	NA	"0,0,45,0,0,0,55,0,0,0"	1	-1.25_-1.25_-1.25_-1.25_-1.25_-1.25_-1.25_-1.25_-1.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75	predict
2fech1aj7pmk52qr8mp0jurf6rbb1mrip90q8miud92c50l766r	rd_np		10	0.5	NA	"0,5,5,10,15,10,10,5,5,0"	0	-1.75_-1.25_-0.75_-0.75_-0.25_-0.25_-0.25_0.25_0.25_0.75_0.75_1.25_1.75	predict
3vmy2k8jz99376soei3bygy14i01rnde1insrhr42igm12ygy14i	rd_np		10	0.5	NA	"0,0,0,10,40,40,10,0,0,0"	1	-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75	predict
53g4jtxy00j59d2svuysjxajoravqqbmc9h3xg1o3f54su4n29	rd_np		10	0.5	NA	"5,5,10,10,20,20,10,10,5,5"	1	-2.25_-1.75_-1.25_-1.25_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_1.25_1.25_1.75_2.25	predict
2zadihekbwv7fj6v7k5jexw295e2f2n7hkm0a6u826ar9221emi	rd_np		10	0.5	NA	"0,20,15,10,20,0,5,0,30,0"	1	-1.75_-1.75_-1.75_-1.75_-1.25_-1.25_-1.25_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_0.75_1.75_1.75_1.75_1.75_1.75_1.75	predict
mi3j4ethauizw7bueda2it3xr3vn05l7rw2tyx5q8bycunxw29	rd_np		10	0.5	NA	"0,0,0,5,15,20,30,25,5,0"	1	-0.75_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.25_1.75	predict
3lyk7dnamieelkj1xamw2vs4i229nm6ktkmubfi8c2zftuik9	rd_np		10	0.5	NA	"5,5,5,15,20,20,15,5,5,5"	1	-2.25_-1.75_-1.25_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25_1.75_2.25	predict
h29vof1alm8hvb3jif6r1x7iwjlzbiw88koqytjvjwcdi	rd_np		10	0.5	NA	"0,5,10,25,10,10,25,10,5,0"	1	-1.75_-1.25_-1.25_-0.75_-0.75_-0.75_-0.75_-0.75_-0.25_-0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.75	predict
k9km6107he1xd7d5zatwt57b9gm58ss7ehd7f4trng9ha7nwmi	rd_np		10	0.5	NA	"5,10,5,10,10,10,5,15,20,10"	1	-2.25_-1.75_-1.75_-1.25_-0.75_-0.75_-0.25_-0.25_0.25_0.25_0.75_1.25_1.25_1.25_1.75_1.75_1.75_1.75_2.25_2.25	predict
hf59h2ugwo5nfrlmjwtztcsorcbdlptve69mnkrkdd2s05dn29	rd_np		10	0.5	NA	"0,10,0,0,35,35,0,0,10,0"	0	-1.75_-1.75_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_1.75_1.75	predict
3t79t42hzdle4l9hb2p5zmpldix7przsfnvohialqcl6ktvs4i	rd_np		10	0.5	NA	"0,0,0,5,10,35,35,10,5,0"	1	-0.75_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.75	predict
peculav9snufab1z2xi27qfr92j1zwrdvwwiwpdm99f869a4i	rd_np		10	0.5	NA	"0,0,0,5,10,20,30,20,10,5"	1	-0.75_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.75_1.75_2.25	predict
l90drreecp20wuvsq8vsd1jor2t1ihycn2ojd1nhd73gv0wwmi	rd_np		10	0.5	NA	"0,0,0,5,10,20,30,20,10,5"	1	-0.75_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.75_1.75_2.25	predict
6m2wef91l1slps0dmh453tyb99r4hm38njo6hxytshpahy3nmi	rd_np		10	0.5	NA	"0,5,10,15,20,20,15,10,5,0"	1	-1.75_-1.25_-1.25_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25_1.25_1.75	predict
p9j0tas2di5lhxvfw3bfyldi7q45c9zombm9cbm8ptxjb2csor	rd_np		10	0.5	NA	"0,0,5,10,10,20,25,15,10,5"	1	-1.25_-0.75_-0.75_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.75_1.75_2.25	predict
ykkx0ssee3lvfzoosnz8h0k9f3d8qf0urarb1apctxpmish5mi	rd_np		10	0.5	NA	"0,0,5,5,5,20,35,20,5,5"	1	-1.25_-0.75_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.75_2.25	predict
whv06mhyegsdqm2bs39i6yldinzacx9ozyovgun4mlkq0yhkt9	rd_np		10	0.5	NA	"0,0,0,5,15,20,20,20,15,5"	1	-0.75_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.75_1.75_1.75_2.25	predict
g8umqsfz2opmmjfjqqzq1714iuw0zuv5yo1x6e6k2qvnqgds4i	rd_np		10	0.5	NA	"0,5,5,15,20,20,15,10,5,5"	1	-1.75_-1.25_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25_1.25_1.75_2.25	predict
xyjzuwwbxssl73i0klmwvcxrgfh5wx35pk5kzede7l9emte29	rd_np		10	0.5	NA	"0,0,0,5,15,30,30,15,5,0"	1	-0.75_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.75	predict
bq67g79prssafvkz2nb8x5hfr9s2p2u9u5f8zivczjh0n3ik9	rd_np		10	0.5	NA	"0,0,0,0,0,5,45,45,5,0"	1	0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25_1.25_1.25_1.25_1.25_1.25_1.25_1.25_1.25_1.75	predict
6ynvxvy1appo2j03u105qgds4ilj5jkmf9gan7vvwr2yp4rhpvi	rd_np		10	0.5	NA	"0,20,0,0,30,0,20,0,30,0"	1	-1.75_-1.75_-1.75_-1.75_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_0.75_0.75_0.75_0.75_1.75_1.75_1.75_1.75_1.75_1.75	predict
rixaulk76fge7fzbv6bm4pldilwdea6xrbe52foj9tls2oi529	rd_np		10	0.5	NA	"0,0,5,15,30,30,15,5,0,0"	1	-1.25_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25	predict
va8jw86cx3exurvf0bmlsortrcqyc9wypb93md624y22o6r	rd_np		10	0.5	NA	"0,0,5,15,30,30,15,5,0,0"	1	-1.25_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25	predict
o2f1vxgzqkysnyiz3siiqw7b9zvzt46n53pfqwpd2j9e75jyvi	rd_np		10	0.5	NA	"0,0,5,10,20,30,20,10,5,0"	1	-1.25_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_1.25_1.25_1.75	predict
h35kotire8bzdsharpiq3q5midhrzlybesulyh7esk6gioogvi	rd_np		10	0.5	NA	"0,0,0,0,5,45,45,5,0,0"	1	-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25	predict
kdpimqyoa6w2f37pwnfa5g66reyh02w3baah5nr9onpfzi4fgvi	rd_np		10	0.5	NA	"0,0,0,15,10,25,15,10,25,0"	1	-0.75_-0.75_-0.75_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25_1.25_1.75_1.75_1.75_1.75_1.75	predict
q209rfm5nr7ls1rsig2satt90xppgykme6dhh5uzr9j8c40a4i	rd_np		10	0.5	NA	"0,5,10,10,15,25,15,10,5,0"	0	-1.75_-1.25_-1.25_-0.75_-0.75_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25_1.25_1.75	predict
6gc4sdy8cha8smq0n57txrbe29sv8cewzos448fw4u06civn29	rd_np		10	0.5	NA	"0,0,5,15,30,30,15,5,0,0"	1	-1.25_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_1.25	predict
oha2gi0uufars4lpat8ykqpvi6ofv6aabso6wpxfj1i9mivbo6r	rd_np		10	0.5	NA	"0,5,5,10,30,35,5,5,5,0"	1	-1.75_-1.25_-0.75_-0.75_-0.25_-0.25_-0.25_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_1.25_1.75	predict
6lg06wf4fuez4xtpkymzvkj4i9ypaehc174kv6r0fair418aor	rd_np		10	0.5	NA	"0,0,0,0,5,45,45,5,0,0"	1	-0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_0.75_1.25	predict
26xh3rxiz16futt401oyh3q5miyzm5qzrfgujj58xlda62yb9	rd_np		10	0.5	NA	"0,0,10,25,15,15,25,10,0,0"	1	-1.25_-1.25_-0.75_-0.75_-0.75_-0.75_-0.75_-0.25_-0.25_-0.25_0.25_0.25_0.25_0.75_0.75_0.75_0.75_0.75_1.25_1.25	predict
lyy2zgb23onhkami84bvb1emijw3fxvy1jxj1kme3hztrqw7b9	rc_np	NA	10	2	-2.2165_-1.72218421052632_-1.21436842105263_-0.747052631578947_-0.306736842105264_0.012078947368421_0.506394736842105_1.00071052631579_1.49502631578947_2.28634210526316	"12,12,12,9,83,159,246,136,3,12"	NA	NA	predict
